image_id,class_name,x1,y1,x2,y2
2008_000128.jpg,sofa,11,29,500,375
2008_000128.jpg,person,1,85,361,375
2008_000128.jpg,person,92,173,212,357
2008_000131.jpg,bird,185,119,332,180
2008_000132.jpg,person,431,106,474,253
2008_000132.jpg,person,39,111,81,262
2008_000132.jpg,bus,1,255,500,375
2008_000141.jpg,horse,94,9,500,333
2008_000141.jpg,person,42,167,75,223
2008_000142.jpg,horse,109,75,494,333
2008_000142.jpg,person,93,159,105,188
2008_000142.jpg,person,36,100,129,333
2008_000143.jpg,car,370,105,417,122
2008_000143.jpg,car,392,111,500,177
2008_000143.jpg,car,1,252,500,332
2008_000143.jpg,motorbike,129,80,236,249
2008_000143.jpg,person,102,25,212,214
2008_000144.jpg,motorbike,147,113,359,287
2008_000144.jpg,person,185,56,287,241
2008_000148.jpg,boat,1,154,57,230
2008_000151.jpg,aeroplane,244,225,275,261
2008_000154.jpg,bottle,39,194,111,295
2008_000162.jpg,dog,47,20,494,500
2008_000176.jpg,car,5,110,500,346
2008_000176.jpg,person,200,127,302,349
2008_000181.jpg,cat,46,76,423,321
2008_000185.jpg,person,256,65,302,105
2008_000185.jpg,car,159,43,465,272
2008_000187.jpg,car,160,119,443,203
2008_000188.jpg,pottedplant,45,59,395,375
2008_000189.jpg,person,254,82,306,117
2008_000189.jpg,car,53,55,389,295
2008_000191.jpg,boat,200,152,333,183
2008_000191.jpg,person,68,185,94,215
2008_000191.jpg,person,23,180,55,250
2008_000191.jpg,bicycle,57,194,151,255
2008_000192.jpg,bird,249,57,441,246
2008_000193.jpg,car,103,127,323,204
2008_000193.jpg,person,230,130,254,157
2008_000196.jpg,bicycle,348,7,500,309
2008_000196.jpg,pottedplant,340,105,500,306
2008_000196.jpg,bottle,432,1,465,58
2008_000196.jpg,bottle,481,12,500,42
2008_000196.jpg,bicycle,1,1,206,310
2008_000196.jpg,cat,193,155,278,304
2008_000197.jpg,aeroplane,95,134,230,203
2008_000199.jpg,person,412,59,500,354
2008_000199.jpg,car,229,85,386,188
2008_000202.jpg,person,60,58,125,140
2008_000202.jpg,person,145,38,252,333
2008_000202.jpg,person,245,152,342,280
2008_000202.jpg,person,337,140,461,306
2008_000202.jpg,tvmonitor,17,39,159,157
2008_000202.jpg,bottle,430,258,454,322
2008_000202.jpg,chair,14,169,94,258
2008_000207.jpg,person,72,54,253,434
2008_000217.jpg,person,64,39,259,375
2008_000217.jpg,person,238,54,423,375
2008_000226.jpg,person,386,167,407,231
2008_000226.jpg,person,310,144,335,209
2008_000226.jpg,person,284,96,306,152
2008_000226.jpg,person,311,87,334,109
2008_000226.jpg,car,152,156,303,219
2008_000227.jpg,cat,120,152,424,346
2008_000227.jpg,chair,194,1,384,121
2008_000227.jpg,diningtable,1,90,468,375
2008_000235.jpg,person,286,98,371,225
2008_000235.jpg,boat,111,171,488,278
2008_000236.jpg,person,62,23,382,296
2008_000237.jpg,pottedplant,75,15,93,37
2008_000237.jpg,motorbike,1,137,32,172
2008_000237.jpg,car,180,103,319,162
2008_000237.jpg,person,252,293,288,375
2008_000237.jpg,person,209,333,245,375
2008_000238.jpg,bus,1,84,479,375
2008_000252.jpg,person,184,58,339,375
2008_000252.jpg,person,443,109,471,181
2008_000252.jpg,person,165,121,204,197
2008_000252.jpg,car,1,130,47,170
2008_000252.jpg,bus,194,14,500,195
2008_000255.jpg,person,81,284,100,331
2008_000259.jpg,person,161,144,238,338
2008_000259.jpg,person,234,138,293,344
2008_000259.jpg,person,369,146,424,278
2008_000260.jpg,person,191,101,242,254
2008_000260.jpg,car,303,87,500,231
2008_000260.jpg,car,1,80,147,222
2008_000260.jpg,car,65,107,183,198
2008_000260.jpg,car,223,110,259,145
2008_000262.jpg,boat,23,143,430,330
2008_000266.jpg,person,16,41,165,333
2008_000266.jpg,person,77,95,161,333
2008_000266.jpg,person,144,57,266,333
2008_000266.jpg,person,220,56,292,245
2008_000266.jpg,person,250,82,347,327
2008_000266.jpg,person,262,53,453,333
2008_000273.jpg,dog,184,50,443,285
2008_000273.jpg,dog,1,158,240,319
2008_000273.jpg,chair,1,1,464,110
2008_000273.jpg,chair,1,1,223,161
2008_000275.jpg,person,167,187,192,274
2008_000275.jpg,person,184,190,202,272
2008_000275.jpg,person,197,187,231,280
2008_000275.jpg,person,224,187,246,228
2008_000275.jpg,person,250,203,272,271
2008_000275.jpg,person,322,199,342,269
2008_000275.jpg,pottedplant,474,15,500,41
2008_000275.jpg,pottedplant,441,16,472,37
2008_000283.jpg,person,32,95,170,333
2008_000283.jpg,person,387,126,436,227
2008_000284.jpg,person,121,20,419,375
2008_000284.jpg,pottedplant,10,1,128,323
2008_000287.jpg,pottedplant,285,100,426,321
2008_000287.jpg,pottedplant,3,27,226,303
2008_000289.jpg,person,47,149,185,500
2008_000290.jpg,person,65,49,390,358
2008_000290.jpg,bottle,389,156,481,371
2008_000290.jpg,diningtable,7,297,500,371
2008_000291.jpg,aeroplane,2,196,217,251
2008_000291.jpg,aeroplane,392,198,439,220
2008_000297.jpg,person,2,87,302,296
2008_000297.jpg,chair,87,205,230,331
2008_000297.jpg,chair,260,188,372,331
2008_000297.jpg,chair,5,141,121,293
2008_000297.jpg,person,225,113,355,335
2008_000309.jpg,tvmonitor,1,40,98,222
2008_000309.jpg,tvmonitor,240,159,413,329
2008_000311.jpg,person,240,66,440,306
2008_000311.jpg,person,21,74,244,309
2008_000311.jpg,diningtable,57,302,500,333
2008_000311.jpg,person,70,141,105,173
2008_000311.jpg,person,215,117,276,194
2008_000313.jpg,person,73,45,332,375
2008_000315.jpg,car,208,209,263,235
2008_000315.jpg,car,347,200,384,220
2008_000315.jpg,bus,379,178,439,217
2008_000315.jpg,person,132,208,141,234
2008_000315.jpg,person,138,216,147,233
2008_000315.jpg,motorbike,285,199,306,212
2008_000316.jpg,person,75,95,396,375
2008_000318.jpg,bird,1,79,382,500
2008_000330.jpg,dog,88,59,500,375
2008_000330.jpg,person,165,1,500,375
2008_000335.jpg,cow,93,89,360,260
2008_000335.jpg,cow,1,93,110,224
2008_000335.jpg,cow,441,173,489,191
2008_000335.jpg,cow,360,175,391,189
2008_000336.jpg,dog,115,119,317,316
2008_000338.jpg,person,338,72,500,375
2008_000338.jpg,person,12,56,185,375
2008_000338.jpg,diningtable,130,236,342,375
2008_000342.jpg,person,114,258,147,356
2008_000343.jpg,person,359,162,410,301
2008_000343.jpg,train,1,1,332,338
2008_000343.jpg,person,422,180,438,223
2008_000346.jpg,person,123,67,216,309
2008_000346.jpg,car,186,130,462,330
2008_000346.jpg,car,1,98,133,290
2008_000348.jpg,tvmonitor,185,157,279,265
2008_000348.jpg,tvmonitor,274,82,364,200
2008_000350.jpg,bird,155,42,479,405
2008_000350.jpg,bird,14,170,181,500
2008_000356.jpg,car,141,195,211,241
2008_000361.jpg,bird,67,62,405,334
2008_000364.jpg,person,99,123,275,375
2008_000364.jpg,person,219,139,404,370
2008_000365.jpg,person,168,129,263,225
2008_000371.jpg,horse,189,129,374,276
2008_000371.jpg,horse,191,146,216,179
2008_000371.jpg,person,259,95,305,208
2008_000380.jpg,person,337,208,500,375
2008_000380.jpg,person,140,249,325,375
2008_000380.jpg,person,26,269,154,375
2008_000392.jpg,person,115,161,226,500
2008_000392.jpg,person,315,178,375,500
2008_000392.jpg,person,282,179,334,388
2008_000393.jpg,person,69,94,137,313
2008_000393.jpg,person,144,106,208,315
2008_000393.jpg,person,221,122,282,317
2008_000393.jpg,person,17,110,67,243
2008_000393.jpg,person,426,167,460,229
2008_000393.jpg,person,430,218,490,320
2008_000393.jpg,person,384,162,429,225
2008_000393.jpg,person,208,116,241,173
2008_000393.jpg,person,267,131,297,195
2008_000393.jpg,person,347,150,383,240
2008_000393.jpg,motorbike,196,178,355,307
2008_000393.jpg,motorbike,274,163,380,293
2008_000393.jpg,person,108,91,149,167
2008_000393.jpg,person,1,112,25,156
2008_000393.jpg,bottle,429,228,439,246
2008_000393.jpg,bottle,423,226,431,248
2008_000393.jpg,bottle,418,230,427,250
2008_000393.jpg,bottle,410,229,419,261
2008_000397.jpg,chair,1,333,189,500
2008_000397.jpg,diningtable,17,284,375,500
2008_000397.jpg,chair,61,269,216,469
2008_000397.jpg,chair,150,259,267,443
2008_000397.jpg,chair,321,257,375,419
2008_000399.jpg,car,25,87,378,201
2008_000400.jpg,bird,216,157,297,234
2008_000405.jpg,boat,383,102,500,139
2008_000405.jpg,boat,88,101,383,138
2008_000405.jpg,boat,1,97,87,138
2008_000415.jpg,person,1,132,255,375
2008_000416.jpg,person,69,169,279,499
2008_000416.jpg,person,303,169,375,500
2008_000421.jpg,person,1,171,308,375
2008_000421.jpg,person,61,161,414,375
2008_000421.jpg,bottle,409,128,426,158
2008_000421.jpg,sofa,1,141,446,375
2008_000421.jpg,person,156,106,488,375
2008_000422.jpg,person,25,36,300,407
2008_000426.jpg,person,25,1,500,332
2008_000428.jpg,horse,1,43,378,237
2008_000432.jpg,person,215,2,446,375
2008_000432.jpg,chair,36,1,142,200
2008_000435.jpg,diningtable,1,237,447,335
2008_000435.jpg,person,78,36,218,240
2008_000435.jpg,person,200,12,389,243
2008_000435.jpg,person,164,174,255,246
2008_000436.jpg,person,97,66,301,335
2008_000437.jpg,boat,65,342,151,375
2008_000437.jpg,boat,99,337,172,364
2008_000442.jpg,person,10,24,332,414
2008_000442.jpg,person,1,1,315,447
2008_000443.jpg,person,35,1,309,409
2008_000445.jpg,person,44,139,266,405
2008_000447.jpg,person,84,156,260,409
2008_000447.jpg,person,59,27,307,447
2008_000448.jpg,person,1,16,278,500
2008_000448.jpg,person,81,255,347,500
2008_000455.jpg,person,1,1,500,333
2008_000461.jpg,person,3,8,500,375
2008_000461.jpg,person,7,82,137,280
2008_000461.jpg,person,3,109,49,222
2008_000461.jpg,person,94,79,151,188
2008_000461.jpg,person,126,84,186,218
2008_000470.jpg,train,1,1,340,325
2008_000471.jpg,boat,209,100,337,261
2008_000471.jpg,boat,326,79,359,112
2008_000471.jpg,boat,90,83,128,136
2008_000471.jpg,boat,164,83,197,127
2008_000471.jpg,boat,194,78,219,121
2008_000471.jpg,boat,261,85,285,128
2008_000480.jpg,person,150,108,213,289
2008_000480.jpg,person,323,123,393,256
2008_000480.jpg,person,462,138,482,178
2008_000480.jpg,person,479,138,496,184
2008_000488.jpg,car,307,287,486,347
2008_000488.jpg,pottedplant,44,288,61,304
2008_000488.jpg,pottedplant,25,284,37,306
2008_000491.jpg,pottedplant,151,1,308,256
2008_000491.jpg,pottedplant,185,1,313,290
2008_000491.jpg,pottedplant,229,1,500,330
2008_000493.jpg,person,108,132,251,375
2008_000493.jpg,person,177,76,471,375
2008_000493.jpg,person,314,161,371,242
2008_000493.jpg,sofa,1,65,500,375
2008_000493.jpg,diningtable,327,1,462,120
2008_000493.jpg,chair,444,41,500,121
2008_000495.jpg,tvmonitor,1,53,157,206
2008_000495.jpg,chair,273,240,500,375
2008_000495.jpg,bottle,401,124,434,179
2008_000499.jpg,horse,113,144,339,277
2008_000499.jpg,person,226,105,287,221
2008_000502.jpg,cat,99,18,397,391
2008_000502.jpg,cat,38,182,240,483
2008_000505.jpg,boat,17,81,318,375
2008_000512.jpg,bird,53,50,352,498
2008_000514.jpg,person,37,103,250,333
2008_000514.jpg,person,237,105,404,333
2008_000514.jpg,person,374,101,500,333
2008_000515.jpg,bird,142,32,429,477
2008_000515.jpg,bird,1,1,106,351
2008_000527.jpg,person,1,48,294,369
2008_000531.jpg,bicycle,99,183,203,263
2008_000531.jpg,person,106,130,191,257
2008_000531.jpg,car,247,156,466,239
2008_000540.jpg,person,156,118,402,375
2008_000544.jpg,person,227,1,488,333
2008_000545.jpg,motorbike,252,170,364,243
2008_000545.jpg,person,294,137,339,221
2008_000548.jpg,person,47,113,196,500
2008_000548.jpg,person,179,142,278,500
2008_000552.jpg,horse,3,77,385,330
2008_000552.jpg,person,157,13,304,167
2008_000559.jpg,dog,1,1,500,375
2008_000561.jpg,person,225,244,426,476
2008_000561.jpg,person,16,96,264,476
2008_000561.jpg,person,98,3,299,397
2008_000561.jpg,person,236,21,390,290
2008_000561.jpg,person,319,72,499,465
2008_000563.jpg,car,217,83,328,221
2008_000563.jpg,person,60,55,308,482
2008_000563.jpg,motorbike,1,240,197,492
2008_000567.jpg,boat,103,51,412,289
2008_000572.jpg,person,1,1,148,260
2008_000572.jpg,chair,348,199,500,325
2008_000578.jpg,tvmonitor,54,192,386,375
2008_000578.jpg,person,103,68,270,199
2008_000578.jpg,chair,1,136,54,375
2008_000583.jpg,person,213,100,272,300
2008_000583.jpg,person,248,88,310,289
2008_000583.jpg,car,353,118,411,144
2008_000583.jpg,motorbike,418,126,454,146
2008_000584.jpg,person,177,144,244,342
2008_000585.jpg,aeroplane,1,5,499,375
2008_000588.jpg,person,151,55,393,323
2008_000588.jpg,person,33,1,287,338
2008_000588.jpg,chair,169,45,479,373
2008_000588.jpg,chair,1,77,188,375
2008_000595.jpg,car,43,358,368,489
2008_000607.jpg,person,148,23,500,333
2008_000613.jpg,car,18,69,500,375
2008_000613.jpg,person,263,2,297,85
2008_000613.jpg,person,201,33,233,63
2008_000613.jpg,person,128,32,168,64
2008_000613.jpg,person,47,44,82,101
2008_000613.jpg,person,20,40,49,94
2008_000613.jpg,car,1,59,321,250
2008_000615.jpg,person,123,51,287,339
2008_000615.jpg,bicycle,50,179,311,375
2008_000615.jpg,person,114,184,201,371
2008_000615.jpg,person,1,111,95,375
2008_000619.jpg,cat,276,166,351,208
2008_000619.jpg,car,82,62,201,105
2008_000619.jpg,car,364,77,445,114
2008_000619.jpg,car,1,55,56,134
2008_000626.jpg,chair,73,307,265,500
2008_000628.jpg,person,69,1,500,333
2008_000636.jpg,person,62,156,213,426
2008_000636.jpg,person,62,14,257,426
2008_000636.jpg,sofa,1,136,320,426
2008_000641.jpg,cat,3,85,231,247
2008_000641.jpg,dog,162,163,482,356
2008_000645.jpg,person,64,19,261,240
2008_000646.jpg,person,21,33,288,191
2008_000648.jpg,person,121,31,374,331
2008_000648.jpg,sofa,55,49,500,331
2008_000648.jpg,bottle,12,118,42,185
2008_000650.jpg,person,16,1,293,240
2008_000655.jpg,person,1,233,146,480
2008_000655.jpg,person,97,3,320,480
2008_000669.jpg,sheep,2,2,442,375
2008_000672.jpg,person,19,1,252,213
2008_000674.jpg,person,1,187,271,480
2008_000674.jpg,person,1,89,194,447
2008_000676.jpg,dog,192,107,500,463
2008_000676.jpg,dog,11,36,277,318
2008_000678.jpg,bird,17,74,375,497
2008_000683.jpg,person,1,284,330,443
2008_000683.jpg,person,7,6,334,500
2008_000689.jpg,motorbike,29,145,419,329
2008_000689.jpg,person,127,71,323,240
2008_000689.jpg,person,25,15,104,88
2008_000689.jpg,person,84,1,168,73
2008_000689.jpg,person,168,1,265,72
2008_000689.jpg,person,267,1,347,89
2008_000689.jpg,person,310,1,385,84
2008_000689.jpg,person,366,6,483,92
2008_000694.jpg,person,239,91,308,221
2008_000694.jpg,person,396,102,440,171
2008_000694.jpg,person,239,105,431,375
2008_000694.jpg,person,344,61,359,83
2008_000694.jpg,person,60,13,271,375
2008_000694.jpg,person,411,86,500,366
2008_000696.jpg,horse,208,9,284,226
2008_000703.jpg,bottle,318,187,329,223
2008_000704.jpg,chair,87,179,179,282
2008_000704.jpg,sofa,136,173,397,337
2008_000704.jpg,person,131,164,327,337
2008_000704.jpg,sofa,6,153,169,261
2008_000711.jpg,cow,1,5,294,240
2008_000711.jpg,cow,328,39,500,265
2008_000711.jpg,cow,133,177,274,240
2008_000711.jpg,cow,220,15,418,226
2008_000716.jpg,aeroplane,5,82,277,175
2008_000716.jpg,aeroplane,298,116,483,182
2008_000719.jpg,person,121,46,375,333
2008_000719.jpg,car,1,162,136,216
2008_000719.jpg,car,81,192,137,236
2008_000719.jpg,car,132,135,172,154
2008_000719.jpg,car,329,142,382,175
2008_000719.jpg,car,460,142,500,166
2008_000719.jpg,car,429,137,475,155
2008_000719.jpg,car,111,121,136,134
2008_000719.jpg,car,302,140,337,154
2008_000721.jpg,dog,62,4,496,375
2008_000723.jpg,person,91,92,253,374
2008_000723.jpg,person,228,92,375,374
2008_000724.jpg,cat,1,1,474,375
2008_000726.jpg,person,1,1,320,240
2008_000726.jpg,person,54,37,320,230
2008_000729.jpg,person,4,4,295,200
2008_000729.jpg,person,1,1,320,240
2008_000732.jpg,person,93,112,290,333
2008_000732.jpg,person,94,8,385,332
2008_000732.jpg,chair,353,200,432,332
2008_000733.jpg,person,79,60,282,402
2008_000742.jpg,person,137,30,313,500
2008_000742.jpg,person,23,21,312,500
2008_000753.jpg,person,8,123,235,454
2008_000756.jpg,aeroplane,368,215,476,253
2008_000756.jpg,aeroplane,1,99,425,265
2008_000758.jpg,person,232,194,330,282
2008_000760.jpg,chair,392,27,500,346
2008_000760.jpg,chair,1,16,125,326
2008_000760.jpg,chair,27,1,134,124
2008_000760.jpg,chair,130,1,247,124
2008_000760.jpg,chair,247,1,394,121
2008_000760.jpg,chair,102,20,337,362
2008_000761.jpg,dog,1,3,377,375
2008_000764.jpg,person,90,239,204,487
2008_000764.jpg,bicycle,39,331,243,487
2008_000775.jpg,person,1,118,484,356
2008_000775.jpg,sofa,1,1,500,375
2008_000777.jpg,person,4,36,301,384
2008_000778.jpg,person,63,49,266,450
2008_000785.jpg,bird,152,168,403,337
2008_000787.jpg,person,9,58,281,375
2008_000787.jpg,person,202,37,476,375
2008_000787.jpg,bottle,437,213,500,375
2008_000787.jpg,bottle,1,226,67,375
2008_000790.jpg,pottedplant,356,6,475,89
2008_000790.jpg,pottedplant,168,20,243,88
2008_000790.jpg,pottedplant,206,259,271,310
2008_000790.jpg,pottedplant,350,282,391,333
2008_000790.jpg,pottedplant,29,113,108,208
2008_000790.jpg,chair,182,111,273,225
2008_000790.jpg,chair,448,134,500,248
2008_000790.jpg,pottedplant,124,29,242,199
2008_000790.jpg,pottedplant,445,250,465,287
2008_000792.jpg,person,204,198,226,250
2008_000792.jpg,person,241,199,262,252
2008_000792.jpg,person,258,197,277,259
2008_000792.jpg,person,294,192,328,268
2008_000792.jpg,person,316,195,349,267
2008_000792.jpg,person,349,195,374,263
2008_000792.jpg,bicycle,84,228,109,256
2008_000792.jpg,bicycle,62,226,84,252
2008_000798.jpg,bird,192,181,242,236
2008_000798.jpg,bird,125,186,196,262
2008_000798.jpg,bird,53,156,130,237
2008_000801.jpg,bottle,262,339,274,372
2008_000801.jpg,person,87,104,302,287
2008_000801.jpg,person,194,129,247,214
2008_000808.jpg,dog,172,32,360,316
2008_000808.jpg,person,313,1,500,160
2008_000814.jpg,person,2,86,344,374
2008_000814.jpg,person,220,95,500,290
2008_000815.jpg,person,5,1,134,351
2008_000815.jpg,dog,252,223,301,259
2008_000824.jpg,cat,82,88,358,318
2008_000824.jpg,chair,45,55,500,375
2008_000829.jpg,person,13,110,213,375
2008_000829.jpg,person,149,127,355,375
2008_000829.jpg,person,292,61,500,375
2008_000829.jpg,dog,132,214,249,375
2008_000832.jpg,bird,58,63,430,301
2008_000833.jpg,boat,56,26,382,233
2008_000833.jpg,car,392,182,500,314
2008_000833.jpg,person,266,180,292,229
2008_000833.jpg,person,334,183,357,236
2008_000833.jpg,person,354,170,382,246
2008_000833.jpg,person,208,174,231,235
2008_000833.jpg,person,233,175,254,233
2008_000833.jpg,person,291,180,303,212
2008_000833.jpg,person,245,174,259,209
2008_000841.jpg,person,1,19,335,338
2008_000841.jpg,person,261,23,500,338
2008_000841.jpg,pottedplant,431,45,500,299
2008_000841.jpg,pottedplant,1,64,69,261
2008_000842.jpg,person,85,406,106,498
2008_000844.jpg,person,77,46,202,464
2008_000844.jpg,person,149,178,275,446
2008_000847.jpg,cat,220,138,377,293
2008_000847.jpg,person,35,68,446,375
2008_000847.jpg,chair,365,219,455,334
2008_000851.jpg,person,177,15,448,332
2008_000851.jpg,person,22,23,212,332
2008_000851.jpg,bottle,196,257,237,332
2008_000851.jpg,bottle,35,279,75,332
2008_000854.jpg,person,107,8,162,142
2008_000854.jpg,motorbike,76,56,182,143
2008_000860.jpg,cat,109,176,401,235
2008_000861.jpg,bird,88,100,292,194
2008_000861.jpg,bird,260,28,426,114
2008_000867.jpg,person,325,309,389,375
2008_000867.jpg,person,172,303,195,375
2008_000867.jpg,person,139,300,172,375
2008_000870.jpg,person,86,179,314,500
2008_000870.jpg,chair,1,255,248,500
2008_000873.jpg,person,442,135,500,228
2008_000873.jpg,person,346,71,414,218
2008_000873.jpg,person,178,31,229,162
2008_000873.jpg,person,119,57,189,192
2008_000873.jpg,person,70,87,109,168
2008_000873.jpg,person,4,91,37,179
2008_000873.jpg,person,16,83,102,184
2008_000873.jpg,person,23,24,406,375
2008_000875.jpg,person,165,75,364,375
2008_000875.jpg,person,66,50,77,64
2008_000875.jpg,person,274,40,279,56
2008_000875.jpg,person,482,31,490,52
2008_000875.jpg,person,493,31,499,51
2008_000881.jpg,person,423,151,500,317
2008_000881.jpg,person,241,111,358,375
2008_000881.jpg,person,87,94,230,375
2008_000881.jpg,person,1,131,157,374
2008_000883.jpg,aeroplane,1,1,500,342
2008_000887.jpg,person,277,181,367,448
2008_000887.jpg,person,236,228,251,259
2008_000899.jpg,person,3,1,351,500
2008_000901.jpg,dog,84,1,415,375
2008_000902.jpg,person,1,3,302,375
2008_000902.jpg,person,300,12,500,375
2008_000902.jpg,person,242,1,355,145
2008_000905.jpg,cow,57,1,454,333
2008_000908.jpg,person,242,100,263,160
2008_000908.jpg,person,157,105,177,157
2008_000908.jpg,person,138,101,156,155
2008_000908.jpg,person,122,99,145,154
2008_000908.jpg,person,104,97,123,154
2008_000908.jpg,person,92,100,109,156
2008_000908.jpg,person,65,99,87,153
2008_000908.jpg,person,49,97,65,153
2008_000912.jpg,horse,16,157,132,249
2008_000912.jpg,horse,108,26,338,480
2008_000914.jpg,chair,13,57,267,276
2008_000915.jpg,sheep,214,211,263,278
2008_000923.jpg,pottedplant,226,365,377,491
2008_000924.jpg,person,104,45,327,375
2008_000924.jpg,person,1,1,196,264
2008_000928.jpg,person,26,26,318,375
2008_000928.jpg,person,260,39,485,375
2008_000928.jpg,person,404,107,460,194
2008_000928.jpg,person,450,118,482,196
2008_000928.jpg,person,265,128,275,150
2008_000928.jpg,person,292,124,306,149
2008_000928.jpg,person,384,118,404,153
2008_000934.jpg,dog,132,115,500,375
2008_000934.jpg,person,1,1,288,375
2008_000941.jpg,person,1,59,70,334
2008_000941.jpg,chair,363,232,431,334
2008_000941.jpg,chair,228,233,264,334
2008_000941.jpg,person,157,20,368,334
2008_000941.jpg,person,125,6,251,334
2008_000944.jpg,car,37,61,460,277
2008_000944.jpg,person,230,69,257,90
2008_000944.jpg,car,106,87,236,131
2008_000953.jpg,person,168,148,232,329
2008_000953.jpg,person,154,83,250,200
2008_000953.jpg,bottle,342,1,363,36
2008_000953.jpg,car,122,1,233,41
2008_000953.jpg,car,269,1,327,38
2008_000959.jpg,car,26,78,496,338
2008_000959.jpg,person,124,19,160,111
2008_000970.jpg,person,43,197,121,393
2008_000970.jpg,person,106,194,194,391
2008_000970.jpg,person,168,196,245,381
2008_000970.jpg,person,224,199,295,385
2008_000970.jpg,person,292,200,375,383
2008_000970.jpg,person,360,201,440,382
2008_000973.jpg,dog,141,1,500,367
2008_000979.jpg,car,50,125,444,315
2008_000979.jpg,person,3,47,81,287
2008_000979.jpg,person,181,68,235,145
2008_000979.jpg,person,278,85,322,127
2008_000981.jpg,person,188,1,212,67
2008_000981.jpg,person,136,1,159,66
2008_000981.jpg,chair,8,1,50,60
2008_000981.jpg,motorbike,195,50,471,327
2008_000985.jpg,person,1,8,251,375
2008_000985.jpg,person,238,3,474,375
2008_000987.jpg,person,312,81,410,375
2008_000987.jpg,person,249,64,335,269
2008_000987.jpg,person,177,86,253,243
2008_000987.jpg,person,85,76,186,259
2008_000987.jpg,person,195,213,385,375
2008_000987.jpg,person,1,206,203,375
2008_000987.jpg,person,237,42,267,116
2008_000999.jpg,cat,119,116,400,263
2008_001018.jpg,person,481,251,494,280
2008_001018.jpg,car,423,255,458,272
2008_001020.jpg,bird,53,77,243,274
2008_001020.jpg,person,208,1,366,146
2008_001021.jpg,tvmonitor,1,154,176,356
2008_001021.jpg,person,95,159,375,500
2008_001022.jpg,bus,29,17,436,336
2008_001022.jpg,bus,1,173,33,259
2008_001022.jpg,person,449,211,475,288
2008_001023.jpg,person,251,109,500,374
2008_001023.jpg,person,1,31,338,375
2008_001026.jpg,person,2,12,320,500
2008_001030.jpg,sofa,36,205,406,374
2008_001031.jpg,person,65,33,157,317
2008_001031.jpg,horse,60,138,214,500
2008_001035.jpg,person,107,205,133,291
2008_001035.jpg,person,137,159,183,247
2008_001036.jpg,person,221,44,500,333
2008_001036.jpg,person,1,3,246,333
2008_001039.jpg,person,332,146,395,322
2008_001039.jpg,person,266,146,292,222
2008_001039.jpg,person,174,161,202,241
2008_001039.jpg,car,227,143,294,197
2008_001042.jpg,car,428,274,500,351
2008_001042.jpg,car,285,272,469,342
2008_001042.jpg,car,210,269,331,332
2008_001042.jpg,car,69,263,213,320
2008_001042.jpg,car,1,284,62,372
